[57  0 26 39 27 54 45 40 28 25 19 41 50 55 21 15 32 49 38 48 52 20 34 51
 33 44 14 56 43 35 47 46 10 53 24 13  6 37 18 31  9 42  5 17 23  3  8 12
  4 36 22 30 11  1  2 16  7 29 58]
ranking done 
1 0.859521646987587
3 0.9016046018770815
5 0.9059945504087193
7 0.9041780199818347
9 0.9090221011201938
11 0.9093248561913412
13 0.9103844989403572
15 0.9141689373297003
17 0.914320314865274
19 0.9179533757190433
21 0.9152285800787163
23 0.9171964880411747
25 0.9197699061459279
27 0.922948834392976
