[231 232 195 194 230 229 233 196 193 174 192 173 138 137 197 135 136 210
 139 212 172 211 140 198 234 199 175 141 213  80 142 176 235  81  99  79
 177 200  60 214 100  43 236  98 269  82  97  61 191  42  78  83 156  59
 155 178 252 271 143 119 272 270  44  62 249 253 154 254 118 268 117 251
 101  84 120  41 134 307 255 250 157 237 179  58  23 309 267  85 201 273
 308 215 121 153 158 102  45  63  22 116 306  96 289 122 256  24  77 290
 144 310 159 115 103  46  21 305  25 216  86 288  64 274  47   1 257  40
 160 291 104   2  20 202 311 312   5  26  87  48   3 287   6 248 238 217
 292   4  27  65 258   7 105  39 123 286 293 275   9   8 161 218 180 313
 203  28  49 294 276  10 106 259 219 314 145 162 124  66  29  88 181 295
 239 277 315  50 163 125 107 204 220 278  67 146  30 260 296 182  89 240
 164  51  68 279 297 316 108 221 126  31 147 183 261  90  69 241 280  52
  32 298 165 317 222 127 109 184  70 242 166 299 185  71 128 318 223  33
 320 319 266 300 301 265 281 264 263 262 282 302 303 283 304 285 284   0
 246  57  72  73  74  75  76  56  91  93  94  95 110 111 112  92 113  55
  53  11  12  13  14  15  16  54  17  19  34  35  36  37  38  18 247 114
 130 190 205 206 207 208 209 189 224 226 227 228 243 244 245 225 129 188
 186 131 132 133 148 149 150 187 151 321 167 168 169 170 171 152 322]
ranking done 
5 0.4666666666666667
10 0.48333333333333334
15 0.5433333333333333
20 0.5966666666666667
25 0.5833333333333334
30 0.56
35 0.5666666666666667
40 0.6266666666666667
45 0.6566666666666666
50 0.6233333333333333
55 0.6333333333333333
60 0.6433333333333333
65 0.6633333333333333
70 0.63
75 0.6466666666666666
80 0.6066666666666667
85 0.69
90 0.63
95 0.6566666666666666
100 0.67
105 0.66
110 0.6766666666666666
115 0.6533333333333333
120 0.6733333333333333
125 0.6833333333333333
130 0.64
135 0.7
140 0.6733333333333333
145 0.71
150 0.7
155 0.6733333333333333
160 0.7166666666666667
165 0.6833333333333333
170 0.6966666666666667
175 0.6966666666666667
180 0.72
185 0.76
190 0.7566666666666667
195 0.73
200 0.75
205 0.7533333333333333
210 0.6966666666666667
215 0.7066666666666667
220 0.7433333333333333
225 0.7033333333333334
230 0.7
235 0.74
240 0.71
245 0.72
250 0.69
255 0.7166666666666667
260 0.7233333333333334
265 0.7133333333333334
270 0.69
275 0.68
280 0.71
285 0.7
290 0.7166666666666667
295 0.6666666666666666
300 0.7033333333333334
305 0.73
310 0.71
315 0.6966666666666667
320 0.7033333333333334
